"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45527605798.7847;2;1;64;131;;;;;;;;;"23.08.2024 14:32:21";"Warnung Thermoelement Bandheizer Zone 3 defekt";"SM"
45527605856.6319;2;1;64;125;;;;;;;;;"23.08.2024 14:32:26";"Warnung Thermoelement Bandheizer Zone 1 defekt";"SM"
45527606146.007;2;1;65;115;;;;;;;;;"23.08.2024 14:32:51";"Fehler Bandheizer Heizkreis #3";"SM"
45527606146.007;2;1;65;116;;;;;;;;;"23.08.2024 14:32:51";"Fehler Bandheizer Heizkreis #4";"SM"
45527606146.007;2;0;64;131;;;;;;;;;"23.08.2024 14:32:51";"Warnung Thermoelement Bandheizer Zone 3 defekt";"SM"
45527606146.007;2;0;64;132;;;;;;;;;"23.08.2024 14:32:51";"Warnung Thermoelement Bandheizer Zone 4 defekt";"SM"
45527606192.4537;2;1;64;130;;;;;;;;;"23.08.2024 14:32:55";"Warnung Thermoelement Bandheizer Zone 2 defekt";"SM"
45527606203.8079;2;1;65;113;;;;;;;;;"23.08.2024 14:32:56";"Fehler Bandheizer Heizkreis #1";"SM"
45527606203.8079;2;0;64;125;;;;;;;;;"23.08.2024 14:32:56";"Warnung Thermoelement Bandheizer Zone 1 defekt";"SM"
45527606539.6412;2;1;65;114;;;;;;;;;"23.08.2024 14:33:25";"Fehler Bandheizer Heizkreis #2";"SM"
45527606551.1574;2;0;64;130;;;;;;;;;"23.08.2024 14:33:26";"Warnung Thermoelement Bandheizer Zone 2 defekt";"SM"
45527686191.7708;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 3*****390";;;;;;;;"23.08.2024 16:28:07";"Programm/Schrittnummer Status des BM ist : 3*****390";
45527686191.7708;1;1;3;60000;"Anlagezustand-BM : Prozess läuft ";;;;;;;;"23.08.2024 16:28:07";"Anlagezustand-BM : Prozess läuft ";
45528724925.625;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****400";;;;;;;;"24.08.2024 17:23:54";"Programm/Schrittnummer Status des BM ist : 40*****400";
45528724925.625;1;1;3;60000;"Anlagezustand-BM : Prozess beenden ";;;;;;;;"24.08.2024 17:23:54";"Anlagezustand-BM : Prozess beenden ";
45528724937.2917;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****425";;;;;;;;"24.08.2024 17:23:55";"Programm/Schrittnummer Status des BM ist : 40*****425";
45528724948.912;1;1;3;60000;"Programm/Schrittnummer Status des BM ist : 40*****430";;;;;;;;"24.08.2024 17:23:56";"Programm/Schrittnummer Status des BM ist : 40*****430";
