Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
9627;3938;3625;1683;9247
9628;2436;3156;2967;8560
9629;2307;1758;2519;6584
9630;1880;1340;2571;5791
9631;1973;3030;1813;6815
9632;2676;2537;2094;7306
9633;863.1;936.4;1359;3159
9634;3237;4352;2735;10320
9635;1335;1985;2458;5778
9636;1979;2410;2377;6767
9637;3439;2364;2599;8402
9638;509.4;674.6;519;1703
9639;3932;4102;3756;11790
9640;2448;4411;3589;10450
9641;3460;2929;1716;8105
9642;1488;2440;3304;7232
9643;1894;2909;1708;6512
9644;2610;2290;2005;6905
9645;2605;2287;3708;8600
9646;3576;3512;1713;8801
9647;3968;2679;4305;10950
9648;2571;1922;2334;6827
9649;3367;3127;3059;9552
9650;2241;675.5;1347;4264
9651;3012;3076;949.7;7037
9652;2910;4692;3483;11090
9653;2702;1883;3232;7817
9654;3156;4586;2782;10520
9655;3501;2546;3434;9480
9656;2586;3396;2955;8937
9657;2606;2533;2824;7963
9658;3321;7091;5911;16320
9659;2229;784.2;2757;5770
9660;1971;3512;3704;9187
9661;1762;2777;2010;6549
9662;3795;3575;3478;10850
9663;2224;2052;2425;6701
9664;2132;3263;2245;7640
9665;1391;1017;445.7;2854
9666;2729;2569;3472;8770
9667;2983;3075;2760;8818
9668;1937;1394;1796;5127
9669;1770;2052;1903;5725
9670;3000;3057;1296;7353
9671;1426;2008;2671;6106
9672;1818;1073;990.5;3882
9673;1732;1473;1698;4902
9674;2105;2091;2572;6768
9675;4271;3751;3192;11210
9676;1881;3356;1362;6598
9677;3310;2899;4239;10450
9678;2013;1525;993;4531
9679;4160;5504;4544;14210
9680;3364;2572;3001;8936
9681;3009;3704;3791;10500
9682;4027;4140;3354;11520
9683;2303;4390;3311;10000
9684;3051;2398;3650;9099
9685;1972;2413;1817;6201
9686;1186;3415;2151;6752
9687;2056;366.8;1428;3851
9688;2492;5299;2628;10420
9689;4309;2768;3745;10820
9690;2133;2925;3358;8417
9691;2928;2175;2680;7783
9692;2039;3322;3441;8802
9693;2510;2150;2484;7144
9694;4240;4632;3065;11940
9695;1939;837.9;2551;5328
9696;3346;3489;3815;10650
9697;2245;2079;1745;6069
9698;3224;3723;5654;12600
9699;2359;591.3;1053;4003
9700;2624;3673;2142;8439
9701;4283;3052;4091;11430
9702;1891;2779;2724;7394
9703;2763;3062;3963;9788
9704;2688;1212;1382;5281
9705;2115;3534;1270;6919
9706;3931;5138;3688;12760
9707;1572;306.2;930.2;2808
9708;2737;2816;3296;8850
9709;3296;3593;4843;11730
9710;758.4;2803;1954;5516
9711;3654;3414;3360;10430
9712;2206;3356;1730;7293
9713;3761;3929;3951;11640
9714;2327;3260;3173;8759
9715;4353;5619;3739;13710
9716;1915;1214;1431;4560
9717;1737;2977;2270;6984
9718;5335;4838;4481;14650
9719;3333;2949;4396;10680
9720;3147;2250;3459;8857
9721;1139;1437;921.5;3497
9722;1393;2432;2739;6564
9723;2171;2334;2674;7178
9724;2295;4021;2361;8678
9725;3056;2103;3681;8840
9726;1163;1863;2118;5144
9727;3094;4075;3925;11090
9728;1084;2312;2827;6223
9729;1563;798.5;1600;3962
9730;3888;5327;5295;14510
9731;1687;1943;2058;5689
9732;3421;3755;3136;10400
9733;3196;2357;4464;10020
9734;1856;2609;2753;7218
9735;2596;1565;2076;6238
9736;3659;5728;3944;13330
9737;3774;1678;1839;7290
9738;2297;2644;3885;8826
9739;2553;2121;668.1;5342
9740;4647;3349;4027;12020
