Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
2129;2635;2500;1264;6398
2130;3103;3613;4169;10890
2131;3419;3218;2061;8697
2132;3526;3169;2555;9250
2133;3310;3083;3720;10110
2134;3781;3704;4611;12100
2135;2600;1534;460;4594
2136;3100;7669;6666;17430
2137;2316;1293;1376;4985
2138;6471;3898;5061;15430
2139;2441;3081;3841;9363
2140;5396;5364;4737;15500
2141;2647;2499;3758;8904
2142;6564;3688;6017;16270
2143;3373;3165;3745;10280
2144;5396;5037;3555;13990
2145;3182;2646;1972;7800
2146;3327;1834;2049;7210
2147;2760;4400;4485;11650
2148;3123;1802;2000;6925
2149;3714;4411;5062;13190
2150;6099;5123;5694;16920
2151;3420;2016;2492;7928
2152;3194;4369;4474;12040
2153;4164;4835;2968;11970
2154;3197;2507;3430;9134
2155;4250;2562;3775;10590
2156;4668;2696;1009;8373
2157;3068;4704;6244;14020
2158;2465;4011;3477;9953
2159;4686;2476;3651;10810
2160;1250;3688;4969;9906
2161;6211;4053;4283;14550
2162;4222;5132;3164;12520
2163;2499;2285;4469;9254
2164;1059;3365;1281;5705
2165;4091;4337;4139;12570
2166;2972;2294;1723;6989
2167;2200;2190;2042;6432
2168;5394;6876;6470;18740
2169;2977;1026;1467;5471
2170;4689;4481;4546;13720
2171;3962;5404;4259;13630
2172;4241;4678;4651;13570
2173;3062;2985;3894;9941
2174;7163;8307;6482;21950
2175;3547;2597;2354;8498
2176;3338;5198;5814;14350
2177;2748;1791;1838;6376
2178;6579;6111;6165;18860
2179;1212;4108;4159;9479
2180;4161;3805;1043;9008
2181;2050;1556;2777;6382
2182;3376;3494;5600;12470
2183;2276;2518;210.1;5004
2184;3188;5273;6099;14560
2185;2145;2437;2305;6888
2186;6002;3603;3932;13540
2187;2243;2573;2879;7695
2188;2934;3746;3126;9806
2189;3121;3135;3921;10180
2190;3606;3793;3643;9842
2191;3659;2723;3886;10270
2192;5471;6330;4858;16660
2193;3998;4084;6068;14150
2194;3921;2360;2185;8466
2195;5606;4898;6668;17170
2196;1708;4153;1783;7644
2197;5852;5387;8305;19540
2198;3616;3904;2023;9543
2199;3872;2639;4745;11260
2200;1283;4082;3389;8755
2201;4772;3587;3049;11410
2202;5222;4438;2842;12500
2203;215.7;2962;5222;8400
2204;6098;4834;4198;15130
2205;2043;1955;1763;5761
2206;4668;6326;7119;18110
2207;3016;1868;599.1;5483
2208;2844;6279;6015;15140
2209;3983;3119;1893;8995
2210;6270;7463;4971;18700
2211;3884;2188;4438;10510
2212;3110;4115;3617;10840
2213;4473;5150;6159;6720
2214;2314;5574;5203;13090
2215;2064;1217;644.7;3926
2216;5035;5167;5242;15440
2217;2682;2012;2488;7181
2218;3200;4608;3072;10880
2219;2134;3916;3137;9186
2220;2384;3867;3210;9460
2221;2025;2034;3483;7541
2222;4518;4832;3205;12550
2223;3224;2523;2663;8410
2224;2972;3560;4598;11130
2225;5633;5285;6787;17700
2226;2475;2049;1102;5626
2227;4507;5831;8313;18650
2228;5140;5348;2601;13090
2229;5364;3725;6610;15700
2230;2580;4227;3489;10300
2231;6013;6491;5731;18240
2232;1837;4014;3507;9358
2233;5436;3472;5590;14500
2234;4221;4647;2656;11520
2235;4885;5233;6233;16350
2236;1455;2000;315;3770
2237;1903;1688;959.1;4550
2238;5249;4796;6852;16900
2239;212.8;515.7;387;1115
2240;7156;6789;6776;20720
2241;1722;2195;2463;6381
2242;4471;4362;3905;12740
2243;2032;2933;3159;8124
2244;2214;4284;2385;8883
2245;3284;3259;4193;10740
2246;4357;4841;2608;11810
2247;3465;1922;2448;7834
2248;3467;3259;4758;11480
2249;2716;3284;3970;9971
2250;3611;4192;3670;11470
2251;1166;2095;3671;6933
2252;6079;7230;5216;18520
2253;2934;2362;1872;7168
2254;3289;4330;4488;12110
2255;3581;2776;1650;8007
2256;2170;3748;5311;11230
2257;4408;2109;1711;8228
2258;3832;4744;4866;13440
2259;2806;2996;4133;9935
2260;2254;2576;2751;7581
2261;6496;3062;4195;13750
2262;2333;5198;4532;12060
2263;5097;4530;5496;15120
2264;3890;4553;3930;12370
2265;4046;3904;5760;13710
2266;2084;4061;1969;8114
2267;7367;6678;7749;21790
2268;911.8;1511;559.4;2982
2269;6179;5752;8262;20190
2270;4452;4604;1382;10440
2271;3515;1731;955.3;6202
2272;3944;2633;4109;10690
2273;2107;2467;3432;8006
2274;3781;3101;2636;9518
2275;687.3;3277;3327;7291
2276;4976;4227;2940;12140
2277;1860;2184;2267;6311
2278;3549;2870;3362;9781
2279;3445;3957;1609;9011
2280;1747;4221;3999;9968
2281;3318;1709;1707;6734
2282;3716;3592;2338;9646
2283;3639;2178;4616;10430
2284;5550;6524;6346;18420
2285;2514;1511;1238;5264
2286;4099;4881;5336;14320
2287;395.7;1319;1475;3190
2288;5917;7479;5547;18940
2289;2231;2111;1719;6060
2290;3626;3823;4048;11500
2291;3650;4423;4888;12960
2292;2656;4639;3058;10350
2293;3272;3752;4621;11650
2294;1807;3210;5149;10170
2295;4854;4424;3744;13020
2296;1983;1632;2400;6016
2297;5341;3952;6128;15420
2298;1792;3325;1259;6375
2299;5199;3655;6495;15350
2300;2580;3137;748.8;6466
2301;6769;5711;7177;19660
2302;1874;2225;3063;7162
2303;6536;4442;4779;15760
2304;399.9;4428;4298;9125
2305;5431;3934;4062;13430
2306;2088;2448;2396;6932
2307;3651;3121;4537;11310
2308;2576;2963;3719;9257
2309;2761;1416;2064;6241
2310;2163;3691;3757;9612
2311;1110;1433;2036;4579
2312;4647;4430;4752;13830
2313;2778;2228;2685;7690
2314;2673;2583;1658;6913
2315;1918;4436;4152;10510
2316;1567;1484;208.8;3260
2317;1273;166.1;1507;2947
2318;3958;5087;7267;16310
2319;4102;3541;3210;10850
2320;5738;4104;4641;14480
2321;2529;1943;3256;7728
2322;4918;4670;4321;13910
2323;1679;3127;3988;8794
2324;5992;5197;4341;15530
2325;2267;2110;3417;7794
2326;4436;4876;5379;14690
2327;1793;2675;346.8;4814
2328;2835;5548;7390;15770
2329;2088;3488;3861;9437
2330;1258;1582;1530;4370
2331;3624;2775;4445;10840
2332;1924;2348;1558;5831
2333;5414;3592;5315;14320
2334;1529;3165;2720;7414
2335;3891;2766;4155;10810
2336;3593;5339;3475;12410
2337;5287;2920;4675;12880
2338;1910;1480;208.7;3599
2339;5381;4969;5455;15810
2340;828.4;3789;4577;11850
2341;2710;2503;1635;6848
2342;1381;2270;3553;7203
2343;5434;2977;3620;12030
2344;2449;1549;3093;7090
2345;4670;4096;4442;13210
2346;1827;1573;2221;5621
2347;2352;3437;5386;11180
2348;4120;3089;1215;8425
2349;2396;2377;2318;7091
2350;2022;2883;4101;9006
2351;1687;2394;775.2;4856
2352;4970;4036;4094;13100
2353;1415;1727;3242;6384
2354;3748;3417;4032;11200
2355;3802;2575;3045;9422
2356;3708;3765;4486;11960
2357;2935;2721;2515;8172
2358;4893;6068;6373;17330
2359;1004;1153;1045;3202
2360;6338;5783;5319;17440
2361;1673;2041;1688;5403
2362;5531;4381;4003;13910
2363;1256;1855;1484;4826
2364;3616;2260;3324;9199
2365;438.9;1537;1240;3215
2366;1480;2605;3088;7172
2367;3147;3532;1969;8649
2368;2443;1995;2446;6883
2369;3506;2496;4237;10240
2370;2454;2010;208.8;4673
2371;1945;3990;4707;10640
2372;3159;2274;211.8;5645
2373;3303;1918;2797;8018
2374;2529;4352;4117;11000
2375;3180;3212;5456;11850
2376;4057;2847;2602;9506
2377;2732;3757;3974;10460
2378;1109;515.5;1603;3227
2379;5429;5497;5192;16120
2380;1893;1719;1969;5581
2381;5144;3487;4204;12840
2382;1993;3783;4800;10580
2383;2917;3235;2103;8255
2384;3454;3868;4018;11340
2385;2954;3406;3646;10010
2386;2770;2591;3400;8761
2387;2986;751.7;2650;6388
2388;4771;4387;5260;14420
2389;3250;1847;2635;7733
2390;2253;4263;4460;10980
2391;5115;2500;2670;10280
2392;4012;3491;3611;11110
2393;3258;3408;3810;10480
2394;4378;3336;3144;10860
2395;217.6;2116;3039;5372
2396;4751;4774;3839;13360
2397;1504;1928;1458;4890
2398;2427;1935;5313;9675
2399;1732;930.4;1513;4175
2400;2563;2553;2056;7171
2401;1401;3483;4076;8960
2402;1216;1735;521.9;3473
2403;3350;4167;4657;12170
2404;1792;1103;1370;4266
2405;2740;2061;1867;6668
2406;3235;3502;3054;9791
2407;1045;807.9;1542;3395
2408;3330;4674;3193;11200
2409;3397;4589;6212;14200
2410;3504;2494;1026;7024
2411;4428;4856;4790;14070
2412;4347;2516;3923;10790
2413;2777;3636;4136;10550
2414;2161;2238;4326;8725
2415;6236;4308;4829;15370
2416;2441;1199;2721;6361
2417;4136;3827;4981;12940
2418;2313;1962;1435;5709
2419;2628;4807;6051;13490
2420;4361;3037;2954;10350
2421;1890;2145;2134;6169
2422;2209;2212;3419;7839
2423;3380;2320;3561;9261
2424;4730;4265;3101;12100
2425;3308;2988;4259;10550
2426;2137;1755;2164;6055
2427;5338;3063;5506;13910
2428;2992;3722;3292;10010
2429;3184;1212;959.5;5355
2430;4962;4949;5909;15820
2431;1209;2274;1146;4629
2432;2196;2972;3079;8247
2433;3098;3922;3163;10180
2434;4409;1693;3175;9277
2435;3513;2983;3876;10370
2436;2780;2856;3842;9478
2437;1744;1368;931.5;4044
2438;445.1;3011;4004;7461
2439;3349;1320;915.9;5585
2440;1219;1696;1455;4370
2441;2922;3000;3965;9887
2442;2629;2935;2111;7675
2443;5700;4248;4122;14070
2444;217.5;1462;3320;5000
2445;4457;5157;4107;13720
2446;2206;2694;3127;8028
2447;4012;3437;5267;12720
2448;3194;1391;1753;6338
2449;3666;5794;6465;15920
2450;2233;987.1;1235;4455
2451;4614;3522;4258;12390
2452;3620;1764;4162;9547
2453;3850;4367;3136;11350
2454;3779;3618;3964;11360
2455;4597;4670;4291;13560
2456;1316;2003;1095;4415
2457;2708;3127;4540;10380
2458;2219;1379;960.1;4558
2459;2747;2809;3541;9097
2460;3315;2427;3403;9145
2461;1068;369.8;1510;2947
2462;1377;2969;3638;7984
2463;2921;2872;2016;7809
2464;2323;2141;1896;6360
2465;2177;1899;2810;6886
2466;4156;2970;4828;11950
2467;3701;3957;2920;10580
2468;3210;2784;4405;10400
2469;2501;2450;1537;6488
2470;5042;4918;6821;16780
2471;2506;2264;1474;6244
2472;3844;3358;2763;9966
2473;1449;2208;2840;6498
2474;2226;2052;2367;6645
2475;3281;1879;2523;7682
2476;2984;3205;4205;10390
2477;2975;1926;3503;12840
2478;1329;1541;1669;4539
2479;6513;5519;5262;17290
2480;704.4;1134;430;2268
2481;4479;6322;5627;16430
2482;1254;225.8;309.8;1790
2483;3676;2731;3591;9998
2484;3015;3817;4434;11270
2485;2601;2466;3024;8091
2486;2269;2329;3821;8418
2487;4952;4358;4115;13420
2488;4332;3197;3031;10560
2489;2608;3457;3867;9931
2490;1209;1816;1342;4367
2491;3501;3011;2521;9033
2492;847;2225;3019;6091
2493;3012;2716;2021;7749
2494;3121;2464;3972;9558
2495;1769;1239;2142;5151
2496;4100;2201;1648;7949
2497;1603;2591;3459;7652
2498;1872;2466;1958;6297
2499;3088;2123;4107;9319
2500;1759;1665;2316;5741
2501;1873;2122;1368;5364
2502;5229;5792;6049;17070
2503;3130;3994;2859;9982
2504;3870;2339;4575;10780
2505;2027;4142;4062;10230
2506;5963;3489;4434;13890
2507;957.9;1092;960.2;3010
2508;4744;4961;5452;15160
2509;875.6;1672;504.1;3052
2510;4195;5181;6921;16300
2511;3745;1923;1917;7585
2512;1360;1801;702.4;3864
2513;3935;3390;4017;11340
2514;1299;1034;1639;3971
2515;4304;3767;3455;11530
2516;368.5;3447;3844;7659
2517;3428;2019;1891;7337
2518;2272;1852;3470;7594
2519;3731;2883;3648;10260
2520;3385;2455;2008;7848
2521;2939;3015;3727;9681
2522;1560;3533;2655;7748
2523;2480;3360;2909;8748
2524;1749;3632;2946;8328
2525;3620;2913;3842;10380
2526;1584;2282;2563;6430
2527;3921;3595;4455;11970
2528;538.7;1226;209.3;1974
2529;2457;4293;4479;11230
2530;2527;1850;2055;6432
2531;2246;2255;2877;7378
2532;3659;3987;2844;10490
2533;1163;2013;2039;5214
2534;1782;2501;3195;7479
2535;1216;3468;4054;8738
2536;4402;3716;3967;12090
2537;2989;4553;4505;12050
2538;5876;3033;5315;14220
2539;2406;1656;808.2;4870
2540;4527;4545;7202;16270
2541;1408;2045;209.9;3663
2542;6484;4188;6343;17010
2543;1273;1854;1916;5043
2544;5183;5629;4185;15000
2545;718;2598;2932;6248
2546;2572;2124;2474;7170
2547;2294;2793;2597;7684
2548;2569;2931;3339;8839
2549;3355;1696;2111;7162
2550;2020;1768;608.8;4396
2551;1599;2666;2665;6931
2552;870.8;875;1135;2881
2553;2102;2386;2930;7418
2554;2990;3728;2386;9103
2555;2141;840.6;1493;4475
2556;2274;2365;3238;7876
2557;1985;1792;1661;5438
2558;1985;1792;1661;5438
2559;1675;1147;2112;4935
2560;4157;5740;4462;14360
2561;1624;1025;209.4;2858
2562;5278;4811;6082;16170
2563;1402;1266;1682;4350
2564;4361;2757;2594;9712
2565;1218;2989;4107;8313
2566;4171;3063;3430;10670
2567;2589;3397;3330;9316
2568;3089;2221;3157;8467
2569;1989;2605;1338;5932
2570;4848;5388;3069;13300
2571;3763;2977;5017;11760
2572;1257;2003;1111;4372
2573;5597;5592;6232;17420
2574;2006;1065;622.4;3693
2575;4360;3302;4899;12560
2576;2407;3155;2657;8219
2577;3949;3970;4435;12350
2578;1493;2688;2396;6577
2579;5145;3488;4065;12700
2580;1111;2151;1668;4930
2581;6650;3923;3144;8592
2582;2467;5266;2276;10010
2583;1683;1003;1257;3943
2584;1248;3514;4111;8873
2585;2542;1278;762.3;4583
2586;2381;1864;4417;8663
2587;2850;2787;2442;8080
2588;2175;1554;1216;4945
2589;1496;3122;2729;7347
2590;1737;2593;1074;5404
2591;2037;2245;4119;8401
2592;1290;701.3;960.6;2952
2593;2381;770.2;2136;5288
2594;4786;5789;4115;14690
2595;1534;2333;2965;6832
2596;2325;2481;3026;7832
2597;2213;2249;3070;7532
2598;4369;3954;4027;12350
2599;1664;2735;2055;6454
2600;4525;3689;4216;12430
2601;1093;1770;1762;4625
2602;5647;5343;5063;16050
2603;2136;970.9;1480;4587
2604;3785;3448;1224;6734
2605;2448;3067;3673;9187
2606;3061;3120;1819;8000
2607;2537;1198;2720;6455
2608;1646;4346;3191;9184
2609;4662;2917;3548;11130
2610;2500;2298;3888;8686
2611;3724;4002;3223;10950
2612;2560;2384;1279;6223
2613;2679;3172;4213;10060
2614;1042;1846;776.9;3665
2615;3657;4080;4710;12450
2616;1847;3398;3722;8967
2617;2822;1667;1899;6387
2618;3852;2949;2506;9307
2619;2038;2586;3460;8085
2620;1599;1411;1243;4253
2621;2929;3816;3922;10670
2622;3087;2013;2738;7838
2623;3348;2614;2442;8404
2624;1837;2123;2130;6090
2625;1797;2014;1602;5413
2626;1675;1996;2931;6603
2627;2697;3008;2740;8445
2628;2590;3360;2744;8694
2629;3955;2371;4782;11110
2630;5361;5787;4334;15480
2631;2579;1150;1575;5305
2632;2969;4785;4969;12720
2633;2087;3047;1570;6704
2634;3288;4202;5039;12530
2635;2073;1667;1236;4976
2636;3961;4709;4236;12910
2637;520.1;1361;2313;4195
2638;4319;3219;3843;11380
2639;2160;1914;208.6;4283
2640;215.6;3887;3931;8034
2641;2298;528;1262;4088
2642;2441;3166;1191;6798
2643;2680;3107;3017;8804
2644;1172;1321;307;2800
2645;2733;2912;3485;9130
2646;3282;2546;2081;7909
2647;2517;2265;2888;7670
2648;2261;2493;1862;6617
2649;1087;167.6;1390;2644
2650;1925;1562;1421;4909
2651;4189;4807;4654;13650
2652;1952;1529;1114;4595
2653;3948;3626;5801;13370
2654;4669;3370;2929;10970
2655;2922;2776;3287;8986
2656;1780;3541;3197;8517
2657;3532;3874;3746;11150
2658;3150;2500;3538;9188
2659;2648;2748;2379;7775
2660;2780;2634;1646;7060
2661;2072;2670;3229;7971
2662;3125;3755;3851;10730
2663;2633;1080;1244;4957
2664;2692;4209;3931;10830
2665;2802;1940;2118;6860
2666;5090;4325;3413;12830
2667;2509;1791;2044;6344
2668;1858;4697;3656;10210
2669;1994;2772;3174;7941
2670;3456;3368;2414;9237
2671;2372;1618;2309;6298
2672;4227;4622;4369;13220
2673;1823;1385;208.1;3416
2674;1674;1706;1382;4762
2675;2866;3500;3610;9976
2676;215.5;1275;968.7;2459
2677;2983;2605;2221;7809
2678;2909;3849;1685;8443
2679;1805;1647;1890;5342
2680;217.8;2954;2587;5759
2681;2265;1952;1379;5596
2682;2377;2635;3854;8866
2683;1303;1012;1960;4275
2684;2326;2178;1445;5949
2685;2754;2539;3438;8731
2686;1198;2365;2740;6303
2687;4467;4564;3621;12650
2688;989;2811;2829;6629
2689;4435;3962;5450;13850
2690;3567;2632;1216;7415
2691;2547;3259;3723;9528
2692;2093;2153;2226;6471
2693;3075;3350;4462;10890
2694;3219;1919;1846;6985
2695;3796;3963;4805;12560
2696;4304;4666;4606;13580
2697;2452;1636;1879;5967
2698;2801;1510;1709;6021
2699;2992;3934;3721;10650
2700;2195;1974;2116;6285
2701;2894;3172;5336;11400
2702;3126;3288;2026;8441
2703;1252;2028;1347;4627
2704;1559;4429;4548;10540
2705;1609;757.1;209.7;2576
2706;2985;4246;4034;11270
2707;1948;1431;3647;6844
2708;5653;4552;2275;12480
2709;1442;1792;2005;5239
2710;2344;3030;3019;8392
2711;2963;2175;1244;6381
2712;971.7;4191;2931;8094
2713;3043;2591;2539;8173
2714;2826;3050;2537;8412
2715;1986;1580;2335;5900
2716;943.3;1855;1085;3884
2717;3122;2801;3545;9468
2718;2841;2109;1705;6655
2719;3738;2376;3129;9243
2720;3363;3817;2312;9492
2721;5530;6057;5595;17180
2722;1826;1488;1131;4446
2723;3891;4124;5187;13200
2724;934;2538;1530;5001
2725;3251;4270;4508;12030
2726;2677;2544;1979;7200
2727;3154;3188;3655;9998
2728;2024;3500;3515;9039
2729;3306;3236;2741;9283
2730;4918;3961;210.2;3053
2731;2099;2239;4242;8579
2732;1809;2721;1490;6019
2733;3030;1419;2889;7337
2734;1400;2210;1391;5001
2735;2156;2500;1809;6466
2736;1300;3199;2904;7403
2737;3380;1406;2318;7103
2738;4122;3640;2463;10220
2739;1243;495.7;1433;3172
2740;1422;1940;895.7;4258
2741;1633;3134;3899;8666
2742;4238;4265;4308;12810
2743;1308;1941;1216;4465
2744;5381;5366;7580;18330
2745;1782;2253;2454;6488
2746;2550;3042;3147;8739
2747;2187;2614;2365;7167
2748;2295;2539;2958;7792
2749;1599;1645;3190;6434
2750;4147;3563;3113;10820
2751;1494;1089;1115;3697
2752;1895;3703;4085;9683
2753;3714;4147;4354;12220
2754;1159;1091;209.4;2460
2755;2710;3324;4267;10300
2756;2266;3434;1457;7156
2757;3655;2412;2850;8918
2758;1468;1820;2050;5337
2759;3848;3257;2840;9945
2760;1719;3703;2859;8282
2761;3545;2435;2644;8623
2762;4446;3048;3964;11460
2763;3559;2438;3835;9832
2764;2245;2656;2032;6933
2765;2965;1961;1657;6582
2766;1110;2457;2378;5944
2767;2107;1739;2169;6015
2768;3736;3716;3861;11310
2769;1630;1498;2324;5452
2770;1099;2378;1182;4659
2771;2302;2033;2687;7022
2772;341.4;1772;1059;3173
2773;2679;2672;3302;8653
2774;4074;3384;2200;9659
2775;720.1;311.9;830.6;1863
2776;3507;2741;4996;11240
2777;1788;1549;2082;5420
2778;3998;3367;4055;11420
2779;989.2;2438;3113;6540
2780;7046;4655;3672;15370
2781;945.9;1452;1193;3591
2782;3161;3895;3431;10490
2783;1782;1452;718.7;3953
2784;3333;5426;5374;14130
2785;2399;1392;1260;5051
2786;5070;5140;4132;14340
2787;1342;752.1;2194;4288
2788;1698;1625;1742;5065
2789;2888;1515;1983;6386
2790;1826;2422;2665;6913
2791;1637;2577;1656;5869
2792;3172;4030;3996;11200
2793;1966;1420;1809;5195
2794;1618;2388;2063;6068
2795;2140;4381;3961;10480
2796;1516;2212;1073;4800
2797;3845;3226;4232;11300
2798;2231;3250;2437;7917
2799;4077;2849;3557;10480
2800;522.1;1755;1135;3412
2801;2996;2807;3342;9144
2802;1124;2194;1066;4384
2803;2389;2488;3147;8024
2804;3211;2727;317.7;6256
2805;2119;2326;3849;8294
2806;1549;1640;1838;5027
2807;3003;1058;1910;5971
2808;1315;4915;4669;10900
2809;2919;662.5;2757;6338
2810;2916;2248;1001;6165
2811;3015;3126;4579;10720
2812;4883;2516;4986;12380
2813;1766;2121;1011;4899
2814;3490;3984;4279;11750
2815;217.3;1295;878;2390
2816;5386;5070;5007;15460
2817;499.3;1047;1317;2864
2818;4221;4041;3989;12250
2819;1664;3546;3473;8683
2820;3953;4314;2992;11260
2821;1852;1824;2809;6484
2822;707.9;2462;3005;6175
2823;3118;2264;2450;7833
2824;1698;949.2;1360;4007
2825;1567;2564;1742;5872
2826;2125;1442;1077;4644
2827;218.6;1782;1643;3643
2828;3564;2673;1753;7990
2829;1467;2096;2181;5744
2830;1417;2782;2068;6267
2831;1662;1045;208.4;2916
2832;1026;2885;3026;6936
2833;1558;1138;5206;12120
2834;904.2;1480;906.6;3291
2835;4379;4083;5837;14300
2836;1282;967.1;993.7;3243
2837;3350;2962;2856;9167
2838;1481;2751;2801;7033
2839;2589;2385;2594;7568
2840;2519;4283;4138;10940
2841;2391;1166;2943;6499
2842;1038;2988;707.1;4733
2843;5782;3680;4641;14100
2844;218;1449;208;1875
2845;1236;1036;1246;3519
2846;2935;2511;4005;9451
2847;3981;1994;1029;7004
2848;2635;3848;4577;11060
2849;1658;1057;1339;4053
2850;3733;3644;3165;10540
2851;987.8;2996;1862;5846
2852;4359;2830;3018;10210
2853;1314;1032;2242;4588
2854;2776;3746;3808;10330
2855;1782;2336;209;4327
2856;1455;725;359.6;2540
2857;1565;2817;2933;7315
2858;218.5;1302;1732;3253
2859;3448;1699;3691;8838
2860;1323;1984;765.7;4073
2861;1631;1660;1115;4406
2862;1748;2836;3336;7920
2863;217.8;165.4;207.8;590.9
2864;5840;6653;1277;3060
2865;389.9;1174;1519;3083
2866;1199;1379;347.9;2926
2867;1664;2329;2834;6826
2868;2414;1173;935;4523
2869;3158;3138;2548;8844
2870;1146;1557;2211;4914
2871;3200;3303;3000;9503
2872;2466;2611;3208;8286
2873;3328;3029;3081;9437
2874;2076;2303;1238;5617
2875;3072;4859;5844;13780
2876;3020;3067;1677;7763
2877;3631;3068;3482;10180
2878;955.4;2647;1292;4894
2879;1155;1833;2134;5123
2880;1184;1305;208.3;2698
2881;213.9;779.2;2282;3275
2882;2272;1953;2116;6341
2883;2471;3281;3657;9409
2884;2720;2051;2894;7665
2885;1312;741.2;766;2819
2886;3616;4227;4713;12560
2887;1311;498.2;207.5;2017
2888;3942;4315;4782;13040
2889;2237;1475;1795;5507
2890;2383;2473;2103;6959
2891;2205;1680;2620;6505
2892;2165;2026;1474;5665
2893;2179;944.4;1871;4995
2894;1639;2274;3834;7746
2895;4256;2134;2447;8837
2896;997.6;3459;2402;6858
2897;1275;704.7;774.6;2754
2898;1809;1996;2430;6236
2899;886.7;2652;2765;6304
2900;3751;2329;2050;8130
2901;1419;1020;1321;3760
2902;2205;1803;5385;9393
2903;3418;2473;2679;8571
2904;1939;1658;1172;4769
2905;3135;3770;4951;11860
2906;1041;1681;1243;3966
2907;2810;3678;4869;11360
2908;2435;1938;1260;5633
2909;3044;1860;2307;7211
2910;1440;2547;2852;6839
2911;2967;2461;2809;8238
2912;4286;4294;3396;11980
2913;3336;3043;4537;10920
2914;2905;1815;2346;7065
2915;832.4;1201;693.1;2727
2916;2764;1379;889.1;5032
2917;522.3;1144;845.5;2512
2918;2131;2801;3808;8740
2919;2460;1009;964.2;4433
2920;2273;2913;2031;7217
2921;957.7;2219;1383;4560
2922;1618;804.8;1273;3696
2923;435.3;1392;2629;4456
2924;3072;3059;2610;8741
2925;1872;2062;1380;5315
2926;4268;4695;6153;15120
2927;2301;901.6;2503;5706
2928;3079;3426;3823;10330
2929;1329;976.9;2445;4751
2930;2834;3387;2618;8839
2931;4271;2561;5293;12120
2932;2066;2089;3018;7173
2933;1963;653.4;755.1;3372
2934;1865;4477;2742;9084
2935;1506;1748;1725;4979
2936;5143;1179;1231;3521
2937;2645;2537;3148;8329
2938;2937;1227;2606;6770
2939;3082;2881;3520;9483
2940;1843;2378;1213;5434
2941;2312;1792;2330;6433
2942;1119;2813;3301;7233
2943;5229;3893;2564;11690
2944;891.4;1390;1539;3821
2945;1609;2407;2887;6903
2946;1576;1688;207.8;3472
2947;3996;4656;5609;14260
2948;520.7;1573;2275;4368
2949;1029;1811;1434;4273
2950;2629;2534;3824;8986
2951;1314;1261;566.6;3141
2952;2353;1822;737.6;4913
2953;217.6;2637;2048;4903
2954;1634;643.1;1212;3489
2955;2183;2322;3379;7884
2956;3640;1523;2959;8123
2957;958.5;755.3;844.8;2559
2958;1699;2015;1798;5512
2959;215.2;165.4;206.7;587.3
2960;2832;3095;3791;9717
2961;1910;2174;2578;6662
2962;5077;3450;3815;12340
2963;1821;1432;2515;5768
2964;3948;3276;3594;10820
2965;1412;1229;1212;3853
2966;2219;3503;4825;10550
2967;1999;1693;1063;4755
2968;3075;2638;3510;9224
2969;2878;2263;1213;6354
2970;2324;3061;2931;8316
2971;491;1059;1050;2601
2972;1487;2331;3415;7233
2973;1457;1343;658.3;3458
2974;3082;3366;6191;12640
2975;2141;1113;1078;4332
2976;1562;1260;885;3707
2977;1792;1268;2954;6014
2978;700.9;1227;207.9;2136
2979;4199;2555;3739;10490
2980;1336;1761;1459;4556
2981;2092;2685;2149;6926
2982;1499;1864;1204;4567
2983;2421;2319;3044;7784
2984;215.1;1146;1265;2626
2985;2594;3072;2862;8528
2986;2465;1685;1930;6079
2987;2173;2122;3611;7906
2988;1608;1973;773.5;4355
2989;861.4;1242;1375;3479
2990;877;2048;2814;5739
2991;3281;2923;1719;7922
2992;2589;1706;2933;7227
2993;969.8;1559;3351;6136
2994;4137;3339;3567;11040
2995;213.2;1596;1067;2877
2996;1731;4173;3974;9877
2997;1331;1165;916.5;3413
2998;4596;3838;5256;3413
2999;1784;452.2;1775;4011
3000;3852;3836;2467;10160
3001;1189;1741;2423;5353
3002;3111;2385;2839;8336
3003;3674;3086;4421;11180
3004;2294;2832;2678;7804
3005;1917;1324;1389;4630
3006;3907;2994;3081;9982
3007;214.1;165.8;206.4;586.3
3008;1718;1338;2096;5152
3009;1408;2725;2600;6733
3010;2903;417.5;2484;5804
3011;955.3;1032;1179;3166
3012;1041;2556;1073;4670
3013;1754;1727;1043;4523
3014;213.6;1715;1630;3558
3015;3109;1897;3079;8084
3016;1421;1486;1045;4324
3017;3195;4934;6532;14660
3018;3073;2492;888.4;6454
3019;3830;2891;3411;10130
3020;572.3;2257;3323;6152
3021;4230;3324;2135;9689
3022;1930;1980;2334;6245
3023;3172;2527;2729;8428
3024;1008;1051;207.5;2267
3025;1402;2913;4028;8343
3026;1118;1849;1120;4087
3027;5845;3583;6070;15500
3028;2823;3541;4056;10420
3029;2604;968.6;207.4;3780
3030;2930;3410;3527;9867
3031;492.3;458.5;206;1157
3032;1925;1882;2170;5978
3033;1042;2120;3201;6363
3034;3586;2845;3044;9475
3035;2484;2002;2535;7021
3036;2791;2146;2408;7344
3037;2222;1664;1907;5793
3038;2816;3623;4111;10550
3039;3032;1485;2119;5741
3040;2192;2323;1409;5924
3041;1231;2460;3913;7605
3042;3826;1715;2134;7675
3043;511.3;1225;207.7;1944
3044;2104;1732;2928;6764
3045;1390;784.5;865.6;3040
3046;3065;1516;3402;7983
